date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:21	514491/514491	---M--	200	added ('OK')	image/jpeg	etag:%22618cf388-7d9bb%22	https://gmag.kwst.net/images/all/40.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/40.jpg	(from https://gmag.kwst.net/index.html)
15:38:21	74166/74166	---M--	200	added ('OK')	image/jpeg	etag:%2261654f44-121b6%22	https://gmag.kwst.net/images/all/18.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/18.jpg	(from https://gmag.kwst.net/index.html)
15:38:21	239089/239089	---M--	200	added ('OK')	image/jpeg	etag:%22618be95a-3a5f1%22	https://gmag.kwst.net/images/all/39.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/39.jpg	(from https://gmag.kwst.net/index.html)
15:38:21	10360/10360	---M--	200	added ('OK')	image/jpeg	etag:%226163fcf6-2878%22	https://gmag.kwst.net/images/all/thumbs/1.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/1.jpg	(from https://gmag.kwst.net/index.html)
15:38:21	213254/213254	---M--	200	added ('OK')	image/jpeg	etag:%226156fad0-34106%22	https://gmag.kwst.net/images/all/7.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/7.jpg	(from https://gmag.kwst.net/index.html)
15:38:21	12396/12396	---M--	200	added ('OK')	image/jpeg	etag:%226164205e-306c%22	https://gmag.kwst.net/images/all/thumbs/2.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/2.jpg	(from https://gmag.kwst.net/index.html)
15:38:22	12717/12717	---M--	200	added ('OK')	image/jpeg	etag:%226164214c-31ad%22	https://gmag.kwst.net/images/all/thumbs/3.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/3.jpg	(from https://gmag.kwst.net/index.html)
15:38:22	8810/8810	---M--	200	added ('OK')	image/jpeg	etag:%226164216e-226a%22	https://gmag.kwst.net/images/all/thumbs/4.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/4.jpg	(from https://gmag.kwst.net/index.html)
15:38:22	16836/16836	---M--	200	added ('OK')	image/jpeg	etag:%22616422c0-41c4%22	https://gmag.kwst.net/images/all/thumbs/5.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/5.jpg	(from https://gmag.kwst.net/index.html)
15:38:22	9289/9289	---M--	200	added ('OK')	image/jpeg	etag:%226164230a-2449%22	https://gmag.kwst.net/images/all/thumbs/6.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/6.jpg	(from https://gmag.kwst.net/index.html)
15:38:23	10888/10888	---M--	200	added ('OK')	image/jpeg	etag:%22616423ba-2a88%22	https://gmag.kwst.net/images/all/thumbs/7.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/thumbs/7.jpg	(from https://gmag.kwst.net/index.html)
15:38:23	349207/349207	---M--	200	added ('OK')	image/jpeg	etag:%22617bbdd8-55417%22	https://gmag.kwst.net/images/all/21.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/21.jpg	(from https://gmag.kwst.net/index.html)
15:38:24	132813/132813	---M--	200	added ('OK')	image/jpeg	etag:%22617bbeb6-206cd%22	https://gmag.kwst.net/images/all/22.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/22.jpg	(from https://gmag.kwst.net/index.html)
15:38:24	367302/367302	---M--	200	added ('OK')	image/jpeg	etag:%22618cf580-59ac6%22	https://gmag.kwst.net/images/all/41.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/41.jpg	(from https://gmag.kwst.net/index.html)
15:38:24	137335/137335	---M--	200	added ('OK')	image/jpeg	etag:%22618cf830-21877%22	https://gmag.kwst.net/images/all/43.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/43.jpg	(from https://gmag.kwst.net/index.html)
15:38:25	274529/274529	---M--	200	added ('OK')	image/jpeg	etag:%22618b8f8c-43061%22	https://gmag.kwst.net/images/all/33.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/33.jpg	(from https://gmag.kwst.net/index.html)
15:38:25	169668/169668	---M--	200	added ('OK')	image/jpeg	etag:%226151c462-296c4%22	https://gmag.kwst.net/images/all/1.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/1.jpg	(from https://gmag.kwst.net/index.html)
15:38:25	219791/219791	---M--	200	added ('OK')	image/jpeg	etag:%22618cf768-35a8f%22	https://gmag.kwst.net/images/all/42.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/42.jpg	(from https://gmag.kwst.net/index.html)
15:38:25	97417/97417	---M--	200	added ('OK')	image/jpeg	etag:%226151c6d6-17c89%22	https://gmag.kwst.net/images/all/2.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/2.jpg	(from https://gmag.kwst.net/index.html)
15:38:26	523990/523990	---M--	200	added ('OK')	image/jpeg	etag:%226152d528-7fed6%22	https://gmag.kwst.net/images/all/3.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/3.jpg	(from https://gmag.kwst.net/index.html)
15:38:26	431429/431429	---M--	200	added ('OK')	image/jpeg	etag:%22618cf92c-69545%22	https://gmag.kwst.net/images/all/44.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/44.jpg	(from https://gmag.kwst.net/index.html)
15:38:26	252494/252494	---M--	200	added ('OK')	image/jpeg	etag:%22618cf990-3da4e%22	https://gmag.kwst.net/images/all/46.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/46.jpg	(from https://gmag.kwst.net/index.html)
15:38:26	241793/241793	---M--	200	added ('OK')	image/jpeg	etag:%2261654a8c-3b081%22	https://gmag.kwst.net/images/all/15.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/15.jpg	(from https://gmag.kwst.net/index.html)
15:38:26	252057/252057	---M--	200	added ('OK')	image/jpeg	etag:%22618cfab8-3d899%22	https://gmag.kwst.net/images/all/48.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/48.jpg	(from https://gmag.kwst.net/index.html)
15:38:26	114305/114305	---M--	200	added ('OK')	image/jpeg	etag:%22615445a8-1be81%22	https://gmag.kwst.net/images/all/5.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/5.jpg	(from https://gmag.kwst.net/index.html)
15:38:27	394095/394095	---M--	200	added ('OK')	image/jpeg	etag:%22618cfb4a-6036f%22	https://gmag.kwst.net/images/all/49.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/49.jpg	(from https://gmag.kwst.net/index.html)
15:38:27	441768/441768	---M--	200	added ('OK')	image/jpeg	etag:%22618d3676-6bda8%22	https://gmag.kwst.net/images/all/50.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/50.jpg	(from https://gmag.kwst.net/index.html)
15:38:27	240865/240865	---M--	200	added ('OK')	image/jpeg	etag:%22618d3732-3ace1%22	https://gmag.kwst.net/images/all/54.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/54.jpg	(from https://gmag.kwst.net/index.html)
15:38:28	5425/5425	---M--	200	added ('OK')	image/png	etag:%22614c3640-1531%22	https://gmag.kwst.net/images/logo2.png	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/logo2.png	(from https://gmag.kwst.net/index.html)
15:38:28	390851/390851	---M--	200	added ('OK')	image/jpeg	etag:%22618d36c2-5f6c3%22	https://gmag.kwst.net/images/all/52.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/52.jpg	(from https://gmag.kwst.net/index.html)
15:38:28	285188/285188	---M--	200	added ('OK')	image/jpeg	etag:%22618d36ea-45a04%22	https://gmag.kwst.net/images/all/53.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/53.jpg	(from https://gmag.kwst.net/index.html)
15:38:28	240071/240071	---M--	200	added ('OK')	image/jpeg	etag:%22619ba6fa-3a9c7%22	https://gmag.kwst.net/images/bg/1.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/bg/1.jpg	(from https://gmag.kwst.net/index.html)
15:38:28	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%226059a0d2-15d84%22	https://gmag.kwst.net/js/jquery.min.js	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/js/jquery.min.js	(from https://gmag.kwst.net/index.html)
15:38:29	324929/324929	---MCZ	200	added ('OK')	application/javascript	etag:W/%226443851f-4f541%22	https://gmag.kwst.net/js/plugins.js	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/js/plugins.js	(from https://gmag.kwst.net/index.html)
15:38:29	24181/24181	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264438507-5e75%22	https://gmag.kwst.net/js/scripts.js	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/js/scripts.js	(from https://gmag.kwst.net/index.html)
15:38:29	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-2035a%22	https://gmag.kwst.net/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-brands-400.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:29	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-2035a%22	https://gmag.kwst.net/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-brands-400d41d.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:30	76008/76008	---M--	200	added ('OK')	font/woff2	etag:%225deffb7a-128e8%22	https://gmag.kwst.net/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-brands-400.woff2	(from https://gmag.kwst.net/css/plugins.css)
15:38:30	89100/89100	---M--	200	added ('OK')	font/woff	etag:%225deffb7a-15c0c%22	https://gmag.kwst.net/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-brands-400.woff	(from https://gmag.kwst.net/css/plugins.css)
15:38:30	131624/131624	---M--	200	added ('OK')	application/octet-stream	etag:%225deffb7a-20228%22	https://gmag.kwst.net/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-brands-400.ttf	(from https://gmag.kwst.net/css/plugins.css)
15:38:30	708663/708663	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225deffb7a-ad037%22	https://gmag.kwst.net/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-brands-400.svg	(from https://gmag.kwst.net/css/plugins.css)
15:38:31	481498/481498	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-758da%22	https://gmag.kwst.net/fonts/fa-light-300.eot	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-light-300.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:31	481498/481498	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-758da%22	https://gmag.kwst.net/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-light-300d41d.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:32	245836/245836	---M--	200	added ('OK')	font/woff	etag:%225deffb7a-3c04c%22	https://gmag.kwst.net/fonts/fa-light-300.woff	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-light-300.woff	(from https://gmag.kwst.net/css/plugins.css)
15:38:32	185360/185360	---M--	200	added ('OK')	font/woff2	etag:%225deffb7a-2d410%22	https://gmag.kwst.net/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-light-300.woff2	(from https://gmag.kwst.net/css/plugins.css)
15:38:32	481216/481216	---M--	200	added ('OK')	application/octet-stream	etag:%225deffb7a-757c0%22	https://gmag.kwst.net/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-light-300.ttf	(from https://gmag.kwst.net/css/plugins.css)
15:38:33	443414/443414	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-6c416%22	https://gmag.kwst.net/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-regular-400.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:33	169732/169732	---M--	200	added ('OK')	font/woff2	etag:%225deffb7a-29704%22	https://gmag.kwst.net/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-regular-400.woff2	(from https://gmag.kwst.net/css/plugins.css)
15:38:33	2339126/2339126	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225deffb7a-23b136%22	https://gmag.kwst.net/fonts/fa-light-300.svg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-light-300.svg	(from https://gmag.kwst.net/css/plugins.css)
15:38:33	224856/224856	---M--	200	added ('OK')	font/woff	etag:%225deffb7a-36e58%22	https://gmag.kwst.net/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-regular-400.woff	(from https://gmag.kwst.net/css/plugins.css)
15:38:34	443414/443414	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-6c416%22	https://gmag.kwst.net/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-regular-400d41d.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:34	443120/443120	---M--	200	added ('OK')	application/octet-stream	etag:%225deffb7a-6c2f0%22	https://gmag.kwst.net/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-regular-400.ttf	(from https://gmag.kwst.net/css/plugins.css)
15:38:34	378550/378550	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225deffb7a-5c6b6%22	https://gmag.kwst.net/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-solid-900.eot	(from https://gmag.kwst.net/css/plugins.css)
15:38:34	2091279/2091279	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225deffb7a-1fe90f%22	https://gmag.kwst.net/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-regular-400.svg	(from https://gmag.kwst.net/css/plugins.css)
15:38:35	137704/137704	---M--	200	added ('OK')	font/woff2	etag:%225deffb7a-219e8%22	https://gmag.kwst.net/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-solid-900.woff2	(from https://gmag.kwst.net/css/plugins.css)
15:38:35	183796/183796	---M--	200	added ('OK')	font/woff	etag:%225deffb7a-2cdf4%22	https://gmag.kwst.net/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-solid-900.woff	(from https://gmag.kwst.net/css/plugins.css)
15:38:35	378268/378268	---M--	200	added ('OK')	application/octet-stream	etag:%225deffb7a-5c59c%22	https://gmag.kwst.net/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/fonts/fa-solid-900.ttf	(from https://gmag.kwst.net/css/plugins.css)
